Date,Month,Day_of_Year,Week_of_Year,Temperature,Humidity,Rainfall_mm,NDVI,Vector_Density,Livestock_Density,Hosp_Bed_Occupancy,Vax_Coverage,Med_Supply_Index,Sanitation_Index,Healthcare_Worker_Ratio,Transit_Usage,Travel_Index,Mass_Gathering,Search_Volume,Social_Sentiment,Clinic_Visit_Surge,Cases_Lag_7,Cases_Lag_14,Cases_Roll_Avg_7,Cases_Roll_Avg_14,Cases_Roll_Avg_30,Cases_Growth_Rate_7d,Cases_Growth_Rate_14d,Case_Count,Outbreak_Label,Risk_Level
2022-09-04,9,247,35,31.64,84.12,9.6,0.53,0.332,613.0,84.67,0.627,0.625,0.66,2.05,0.813,0.243,0,122,0.024,1.178,30,48,38.14,36.07,39.2,0.4,-0.125,42,0,Medium
2022-09-05,9,248,36,31.17,86.84,7.58,0.47,0.416,403.0,51.66,0.579,0.772,0.622,1.98,0.525,0.361,0,106,0.351,0.946,32,34,38.0,35.86,39.97,-0.0312,-0.0882,31,0,Medium
2022-09-06,9,249,36,35.89,91.48,8.95,0.614,0.433,387.0,59.58,0.589,0.869,0.698,2.16,0.8,0.194,0,85,0.509,1.088,39,30,37.71,36.36,40.87,-0.0513,0.2333,37,0,Medium
2022-09-07,9,250,36,33.06,90.14,8.67,0.583,0.342,489.0,77.14,0.64,0.68,0.63,2.78,0.672,0.173,0,105,0.223,0.5,40,35,36.57,36.14,41.63,-0.2,-0.0857,32,0,Medium
2022-09-08,9,251,36,29.61,75.62,6.26,0.554,0.339,450.0,87.51,0.546,0.65,0.656,2.55,0.815,0.104,0,81,0.084,0.732,40,34,36.43,36.5,37.77,-0.025,0.1471,39,0,Medium
2022-09-09,9,252,36,33.85,69.3,11.72,0.561,0.238,512.0,60.59,0.587,0.744,0.521,1.92,0.484,0.289,0,106,0.689,1.299,40,38,33.57,35.21,37.67,-0.5,-0.4737,20,0,Low
2022-09-10,9,253,36,36.13,90.3,8.2,0.705,0.429,597.0,68.12,0.568,0.771,0.584,2.54,0.556,0.271,0,90,0.223,1.008,34,37,34.43,35.43,37.5,0.1765,0.0811,40,0,Medium
2022-09-11,9,254,36,33.83,76.57,6.78,0.548,0.313,320.0,76.01,0.615,0.691,0.657,3.12,0.718,0.194,0,105,0.33,1.467,42,30,33.86,36.0,37.67,-0.0952,0.2667,38,0,Medium
2022-09-12,9,255,37,28.61,83.48,7.09,0.541,0.351,627.0,57.48,0.595,0.882,0.651,2.61,0.585,0.121,0,109,0.266,0.756,31,32,33.0,35.5,36.83,-0.1935,-0.2188,25,0,Low
2022-09-13,9,256,37,30.56,77.86,12.63,0.592,0.211,467.0,77.22,0.627,0.792,0.663,2.57,0.276,0.272,0,99,0.11,1.638,37,39,30.57,34.14,36.07,-0.4595,-0.4872,20,0,Low
2022-09-14,9,257,37,33.93,74.11,5.06,0.65,0.279,541.0,45.24,0.605,0.689,0.608,2.59,0.444,0.415,0,96,0.512,1.674,32,40,29.57,33.07,35.2,-0.2188,-0.375,25,0,Low
2022-09-15,9,258,37,29.86,88.2,8.67,0.708,0.438,549.0,76.92,0.562,0.593,0.554,2.67,0.483,0.386,0,81,0.035,0.839,39,40,28.86,32.64,34.7,-0.1282,-0.15,34,0,Medium
2022-09-16,9,259,37,32.04,89.53,10.58,0.63,0.469,559.0,62.05,0.564,0.826,0.596,1.99,0.494,0.444,0,113,0.552,0.886,20,40,29.43,31.5,34.47,0.2,-0.4,24,0,Low
2022-09-17,9,260,37,32.57,81.53,8.74,0.537,0.299,505.0,67.52,0.609,0.815,0.603,2.41,0.752,0.104,0,109,0.398,1.313,40,34,28.71,31.57,33.9,-0.125,0.0294,35,0,Medium
2022-09-18,9,261,37,29.04,69.45,4.99,0.702,0.284,524.0,78.52,0.586,0.696,0.617,2.43,0.701,0.487,0,100,0.302,0.859,38,42,26.71,30.29,33.7,-0.3684,-0.4286,24,0,Low
2022-09-19,9,262,38,30.65,81.72,7.19,0.606,0.299,523.0,76.47,0.594,0.748,0.532,2.31,0.674,0.237,0,105,0.305,0.934,25,31,27.0,30.0,33.47,0.08,-0.129,27,0,Low
2022-09-20,9,263,38,24.15,87.34,8.48,0.568,0.328,450.0,71.92,0.638,0.708,0.581,2.77,0.951,0.496,0,108,0.432,0.817,20,37,28.0,29.29,32.77,0.35,-0.2703,27,0,Low
2022-09-21,9,264,38,28.46,76.09,5.83,0.558,0.268,359.0,81.69,0.633,0.762,0.594,2.25,0.826,0.201,0,94,0.234,0.823,25,32,28.43,29.0,32.57,0.12,-0.125,28,0,Low
2022-09-22,9,265,38,29.87,86.04,7.67,0.657,0.37,402.0,55.0,0.664,0.638,0.443,2.36,0.77,0.289,0,86,0.382,1.029,34,39,26.86,27.86,32.33,-0.3235,-0.4103,23,0,Low
2022-09-23,9,266,38,27.75,84.81,8.28,0.629,0.397,492.0,74.04,0.601,0.627,0.658,2.0,0.426,0.242,0,80,0.19,0.932,24,20,25.71,27.57,31.7,-0.3333,-0.2,16,0,Low
2022-09-24,9,267,38,33.37,88.33,8.29,0.637,0.413,437.0,64.1,0.592,0.785,0.611,2.65,0.659,0.242,0,122,0.0,0.478,35,40,26.14,27.43,31.83,0.0857,-0.05,38,0,Medium
2022-09-25,9,268,38,27.12,85.52,7.78,0.687,0.341,437.0,81.18,0.624,0.795,0.619,2.88,0.695,0.437,0,97,0.461,1.36,24,38,25.57,26.14,31.23,-0.1667,-0.4737,20,0,Low
2022-09-26,9,269,39,28.96,78.9,7.92,0.585,0.359,644.0,78.87,0.594,0.681,0.564,2.36,0.588,0.399,0,87,0.789,1.4,27,25,24.71,25.86,30.7,-0.2222,-0.16,21,0,Low
2022-09-27,9,270,39,29.97,91.84,15.29,0.695,0.38,569.0,79.23,0.596,0.66,0.641,2.82,0.906,0.497,0,97,0.452,1.128,27,20,24.71,26.36,30.6,0.0,0.35,27,0,Low
2022-09-28,9,271,39,32.46,83.63,8.58,0.603,0.359,480.0,88.45,0.606,0.812,0.542,2.44,0.658,0.345,0,101,0.341,1.031,28,25,23.71,26.07,30.23,-0.25,-0.16,21,0,Low
2022-09-29,9,272,39,26.57,84.32,7.02,0.739,0.385,554.0,83.26,0.662,0.663,0.553,1.49,0.466,0.285,0,111,0.279,0.766,23,34,23.29,25.07,29.6,-0.1304,-0.4118,20,0,Low
2022-09-30,9,273,39,31.63,78.79,5.92,0.663,0.345,466.0,70.43,0.633,0.724,0.644,2.48,0.5,0.136,0,95,0.284,0.885,16,24,24.0,24.86,28.97,0.3125,-0.125,21,0,Low
2022-10-01,10,274,39,29.19,81.62,12.37,0.589,0.316,509.0,71.99,0.637,0.714,0.625,2.43,0.992,0.531,0,116,0.279,1.272,38,35,21.14,23.64,28.23,-0.5263,-0.4857,18,0,Low
2022-10-02,10,275,39,27.07,78.85,6.48,0.535,0.222,535.0,78.01,0.661,0.603,0.511,2.54,0.587,0.961,0,103,0.386,1.149,20,24,21.86,23.71,27.73,0.25,0.0417,25,0,Low
2022-10-03,10,276,40,29.82,83.0,6.79,0.678,0.357,467.0,73.36,0.64,0.735,0.71,2.6,0.338,0.589,0,105,0.0,1.114,21,27,20.71,22.71,27.03,-0.381,-0.5185,13,0,Low
2022-10-04,10,277,40,29.15,94.17,10.66,0.621,0.345,445.0,79.05,0.579,0.728,0.547,2.23,0.56,0.764,0,83,0.0,1.124,27,27,19.14,21.93,26.17,-0.4074,-0.4074,16,0,Low
2022-10-05,10,278,40,27.42,75.53,7.06,0.633,0.267,598.0,49.7,0.64,0.749,0.591,3.09,0.376,0.902,0,91,0.431,1.266,21,28,18.0,20.86,25.57,-0.381,-0.5357,13,0,Low
2022-10-06,10,279,40,28.62,73.93,6.88,0.681,0.331,549.0,90.81,0.644,0.733,0.722,2.47,0.788,0.608,0,115,0.314,1.228,20,23,17.14,20.21,24.8,-0.3,-0.3913,14,0,Low
2022-10-07,10,280,40,27.57,92.28,9.08,0.694,0.43,320.0,72.61,0.633,0.891,0.456,2.42,0.357,0.764,0,92,0.173,1.172,21,16,15.86,19.93,24.13,-0.4286,-0.25,12,0,Low
2022-10-08,10,281,40,28.43,82.03,6.44,0.706,0.226,447.0,55.78,0.608,0.813,0.481,2.8,0.44,0.62,0,96,0.168,0.913,18,38,14.86,18.0,23.2,-0.3889,-0.7105,11,0,Low
2022-10-09,10,282,40,29.39,79.09,12.52,0.587,0.333,437.0,62.86,0.631,0.723,0.631,2.51,0.651,0.88,0,106,0.25,1.421,25,20,13.86,17.86,23.13,-0.28,-0.1,18,0,Low
2022-10-10,10,283,41,31.1,89.16,8.41,0.718,0.378,450.0,50.71,0.614,0.73,0.427,3.53,0.816,0.782,0,114,0.275,0.879,13,21,14.86,17.79,22.47,0.5385,-0.0476,20,0,Low
2022-10-11,10,284,41,25.32,79.1,8.07,0.618,0.231,569.0,61.1,0.585,0.861,0.457,2.42,0.64,0.928,0,104,0.606,0.783,16,27,14.29,16.71,21.6,-0.25,-0.5556,12,0,Low
2022-10-12,10,285,41,31.92,93.48,11.15,0.535,0.451,502.0,70.58,0.593,0.789,0.682,2.64,0.461,0.947,0,101,0.157,0.859,13,21,15.14,16.57,21.4,0.4615,-0.0952,19,0,Low
2022-10-13,10,286,41,23.61,86.39,9.16,0.59,0.315,389.0,87.15,0.636,0.622,0.571,2.2,0.677,0.824,0,97,0.488,0.702,14,20,15.71,16.43,21.33,0.2857,-0.1,18,0,Low
2022-10-14,10,287,41,27.08,79.17,6.58,0.66,0.276,469.0,76.11,0.588,0.796,0.754,2.85,0.58,0.863,0,91,0.456,1.146,12,21,16.0,15.93,20.97,0.1667,-0.3333,14,0,Low
2022-10-15,10,288,41,28.42,94.82,9.6,0.601,0.429,543.0,74.33,0.591,0.819,0.528,2.62,0.82,0.775,0,108,0.312,0.997,11,18,17.0,15.93,20.43,0.6364,0.0,18,0,Low
2022-10-16,10,289,41,27.67,78.01,7.42,0.645,0.266,482.0,60.65,0.638,0.849,0.578,2.36,0.778,0.692,0,103,0.488,1.282,18,25,15.71,14.79,19.93,-0.5,-0.64,9,0,Low
2022-10-17,10,290,42,25.72,85.85,11.19,0.667,0.354,448.0,63.76,0.62,0.688,0.638,2.15,0.569,0.824,0,73,0.43,0.4,20,13,15.0,14.93,19.27,-0.25,0.1538,15,0,Low
2022-10-18,10,291,42,26.42,82.95,12.45,0.641,0.305,526.0,64.53,0.634,0.682,0.633,1.98,0.767,0.954,0,116,0.124,1.053,12,16,15.71,15.0,19.03,0.4167,0.0625,17,0,Low
2022-10-19,10,292,42,25.71,88.7,7.96,0.625,0.336,629.0,64.94,0.58,0.645,0.582,2.67,0.691,0.708,0,98,0.243,0.936,19,13,15.57,15.36,18.73,-0.0526,0.3846,18,0,Low
2022-10-20,10,293,42,25.38,90.0,8.34,0.587,0.421,537.0,68.48,0.633,0.745,0.555,1.95,0.855,0.657,0,114,0.42,0.914,18,14,14.57,15.14,18.2,-0.3889,-0.2143,11,0,Low
2022-10-21,10,294,42,28.13,80.55,11.9,0.651,0.381,604.0,69.24,0.597,0.779,0.616,3.02,0.761,0.694,0,112,0.242,0.74,14,12,14.14,15.07,17.63,-0.2143,-0.0833,11,0,Low
2022-10-22,10,295,42,27.01,75.56,7.78,0.546,0.192,454.0,68.61,0.587,0.679,0.696,1.99,0.732,0.718,0,101,0.46,1.011,18,11,13.57,15.29,17.33,-0.2222,0.2727,14,0,Low
2022-10-23,10,296,42,24.77,82.55,10.8,0.615,0.358,499.0,65.29,0.602,0.709,0.653,2.43,0.849,0.537,0,111,0.559,0.809,9,18,13.86,14.79,17.17,0.2222,-0.3889,11,0,Low
2022-10-24,10,297,43,27.82,75.43,5.54,0.602,0.345,498.0,73.35,0.659,0.556,0.556,2.15,0.652,0.749,0,101,0.345,1.38,15,20,13.57,14.29,16.33,-0.1333,-0.35,13,0,Low
2022-10-25,10,298,43,26.51,91.27,10.03,0.636,0.467,509.0,68.86,0.607,0.841,0.531,2.51,0.534,0.747,0,99,0.241,1.157,17,12,12.86,14.29,16.07,-0.2941,0.0,12,0,Low
2022-10-26,10,299,43,27.38,79.7,8.36,0.636,0.336,535.0,56.04,0.684,0.595,0.552,2.51,0.68,0.794,0,97,0.22,1.245,18,19,12.43,14.0,15.87,-0.1667,-0.2105,15,0,Low
2022-10-27,10,300,43,26.89,76.38,7.56,0.694,0.229,426.0,72.34,0.556,0.75,0.511,2.68,0.597,0.681,0,108,0.284,0.565,11,18,11.86,13.21,15.2,-0.3636,-0.6111,7,0,Low
2022-10-28,10,301,43,23.84,79.35,6.92,0.724,0.318,552.0,70.83,0.572,0.739,0.61,1.89,0.741,0.807,0,101,0.272,1.221,11,14,12.0,13.07,14.9,0.0909,-0.1429,12,0,Low
2022-10-29,10,302,43,24.24,69.83,4.0,0.588,0.171,370.0,56.2,0.659,0.724,0.657,2.19,0.659,0.939,0,115,0.506,1.198,14,18,11.86,12.71,14.67,-0.0714,-0.2778,13,0,Low
2022-10-30,10,303,43,26.73,71.75,6.1,0.743,0.228,393.0,66.09,0.666,0.726,0.595,2.89,0.71,0.978,0,101,0.244,0.898,11,9,11.71,12.79,14.3,-0.0909,0.1111,10,0,Low
2022-10-31,10,304,44,26.33,84.44,7.47,0.603,0.355,671.0,77.97,0.593,0.639,0.72,2.76,0.469,0.792,0,92,0.318,0.953,13,15,11.43,12.5,14.07,-0.1538,-0.2667,11,0,Low
2022-11-01,11,305,44,24.94,72.95,5.79,0.649,0.204,459.0,60.64,0.622,0.694,0.724,1.5,0.726,0.227,0,101,0.49,0.754,12,17,11.29,12.07,13.6,-0.0833,-0.3529,11,0,Low
2022-11-02,11,306,44,25.09,70.25,10.37,0.664,0.179,558.0,59.58,0.641,0.798,0.622,2.65,0.457,0.311,0,84,0.291,0.923,15,18,10.14,11.29,13.4,-0.5333,-0.6111,7,0,Low
2022-11-03,11,307,44,27.28,79.39,6.9,0.759,0.327,636.0,68.75,0.613,0.821,0.649,2.09,0.794,0.412,0,98,0.27,1.141,7,11,10.43,11.14,13.17,0.2857,-0.1818,9,0,Low
2022-11-04,11,308,44,23.42,82.91,10.24,0.608,0.409,315.0,78.23,0.625,0.686,0.537,2.26,0.794,0.408,0,109,0.507,0.833,12,11,10.57,11.29,13.17,0.0833,0.1818,13,0,Low
2022-11-05,11,309,44,25.57,79.74,6.37,0.544,0.358,590.0,90.1,0.621,0.595,0.575,2.41,0.702,0.242,0,90,0.559,1.009,13,14,10.29,11.07,13.07,-0.1538,-0.2143,11,0,Low
2022-11-06,11,310,44,23.95,81.02,8.44,0.706,0.337,552.0,78.59,0.576,0.658,0.689,3.12,0.697,0.378,0,103,0.357,1.636,10,11,10.43,11.07,13.03,0.1,0.0,11,0,Low
2022-11-07,11,311,45,23.8,70.11,11.57,0.588,0.28,631.0,82.85,0.611,0.868,0.559,2.08,0.616,0.477,0,83,0.649,0.755,11,13,9.86,10.64,12.9,-0.3636,-0.4615,7,0,Low
2022-11-08,11,312,45,26.31,65.73,3.36,0.61,0.226,405.0,75.47,0.621,0.662,0.704,1.94,0.56,0.35,0,97,0.38,1.083,11,12,9.29,10.29,12.53,-0.3636,-0.4167,7,0,Low
2022-11-09,11,313,45,25.64,82.87,6.59,0.57,0.342,616.0,65.15,0.624,0.712,0.678,2.68,0.648,0.159,0,90,0.508,0.742,7,15,9.43,9.79,12.13,0.1429,-0.4667,8,0,Low
2022-11-10,11,314,45,25.5,71.52,5.44,0.606,0.281,441.0,78.52,0.57,0.833,0.653,2.49,0.947,0.372,0,89,0.702,0.629,9,7,9.43,9.93,12.03,0.0,0.2857,9,0,Low
2022-11-11,11,315,45,26.37,71.54,4.5,0.579,0.17,584.0,71.14,0.644,0.678,0.518,2.98,0.684,0.142,0,92,0.237,1.2,13,12,8.86,9.71,11.7,-0.3077,-0.25,9,0,Low
2022-11-12,11,316,45,23.68,80.6,8.88,0.653,0.308,497.0,75.77,0.626,0.707,0.578,2.36,0.448,0.449,0,112,0.256,0.898,11,13,8.43,9.36,11.37,-0.2727,-0.3846,8,0,Low
2022-11-13,11,317,45,24.89,75.55,10.03,0.62,0.267,562.0,62.54,0.591,0.784,0.645,2.98,0.394,0.307,0,94,0.494,1.4,11,10,7.71,9.07,11.1,-0.4545,-0.4,6,0,Low
2022-11-14,11,318,46,22.79,74.52,6.04,0.579,0.249,504.0,76.66,0.676,0.857,0.531,2.51,0.434,0.254,0,114,0.321,1.142,7,11,7.43,8.64,10.67,-0.2857,-0.5455,5,0,Low
2022-11-15,11,319,46,23.95,84.35,7.47,0.661,0.3,353.0,70.79,0.612,0.668,0.587,2.71,0.593,0.123,0,118,0.181,0.804,7,11,7.29,8.29,10.57,-0.1429,-0.4545,6,0,Low
2022-11-16,11,320,46,22.93,67.06,4.55,0.621,0.216,250.0,74.31,0.614,0.831,0.653,3.15,0.84,0.252,0,88,0.287,0.781,8,7,7.29,8.36,10.33,0.0,0.1429,8,0,Low
2022-11-17,11,321,46,23.27,76.05,7.78,0.513,0.221,517.0,71.15,0.642,0.697,0.56,2.43,0.496,0.461,0,105,0.095,1.18,9,9,7.0,8.21,10.0,-0.2222,-0.2222,7,0,Low
2022-11-18,11,322,46,24.16,70.38,4.09,0.648,0.191,479.0,69.23,0.68,0.649,0.541,2.92,0.863,0.108,1,88,0.354,0.737,9,13,7.14,8.0,9.73,0.1111,-0.2308,10,0,Low
2022-11-19,11,323,46,21.23,71.2,6.02,0.608,0.181,532.0,76.85,0.644,0.74,0.474,2.25,0.677,0.29,0,101,0.379,0.73,8,11,7.0,7.71,9.6,-0.125,-0.3636,7,0,Low
2022-11-20,11,324,46,26.94,78.31,7.56,0.665,0.339,480.0,67.94,0.649,0.627,0.573,2.59,0.723,0.472,0,94,0.545,0.57,6,11,7.0,7.36,9.43,0.0,-0.4545,6,0,Low
2022-11-21,11,325,47,20.64,71.72,6.37,0.599,0.215,661.0,56.11,0.594,0.758,0.654,1.92,0.718,0.258,0,106,0.562,1.156,5,7,7.14,7.29,9.17,0.2,-0.1429,6,0,Low
2022-11-22,11,326,47,20.13,71.45,4.84,0.55,0.184,518.0,53.26,0.627,0.972,0.539,2.3,0.739,0.271,0,104,0.293,0.798,6,7,7.0,7.14,8.97,-0.1667,-0.2857,5,0,Low
2022-11-23,11,327,47,24.77,74.19,7.34,0.576,0.237,464.0,73.84,0.609,0.808,0.601,2.08,0.588,0.331,0,113,0.729,1.09,8,8,6.71,7.0,8.73,-0.25,-0.25,6,0,Low
2022-11-24,11,328,47,23.94,65.09,3.21,0.622,0.177,527.0,67.53,0.646,0.712,0.584,2.99,0.3,0.285,0,96,0.157,0.674,7,9,6.29,6.64,8.47,-0.4286,-0.5556,4,0,Low
2022-11-25,11,329,47,23.51,61.77,2.8,0.54,0.231,466.0,54.71,0.649,0.804,0.553,3.2,0.562,0.167,1,106,0.098,0.59,10,9,5.86,6.5,8.2,-0.3,-0.2222,7,0,Low
2022-11-26,11,330,47,23.42,60.06,6.21,0.553,0.086,507.0,73.07,0.674,0.645,0.659,2.36,0.517,0.107,0,117,0.126,1.18,7,8,5.57,6.29,8.13,-0.2857,-0.375,5,0,Low
2022-11-27,11,331,47,22.05,54.05,3.49,0.56,0.166,403.0,71.06,0.561,0.659,0.715,2.19,0.697,0.344,0,114,0.139,0.96,6,6,5.57,6.29,7.93,0.0,0.0,6,0,Low
2022-11-28,11,332,48,20.18,77.71,5.57,0.51,0.277,499.0,67.0,0.607,0.714,0.67,1.97,0.683,0.468,0,95,0.486,0.83,6,5,5.43,6.29,7.67,-0.1667,0.0,5,0,Low
2022-11-29,11,333,48,22.04,58.26,2.22,0.526,0.084,462.0,74.47,0.665,0.727,0.551,2.61,0.609,0.143,0,83,0.653,0.878,5,6,5.57,6.29,7.53,0.2,0.0,6,0,Low
2022-11-30,11,334,48,20.45,63.07,3.1,0.568,0.218,410.0,85.15,0.584,0.617,0.739,2.26,0.913,0.184,0,108,0.66,0.879,6,8,6.0,6.36,7.47,0.5,0.125,9,0,Medium
2022-12-01,12,335,48,23.67,62.24,3.08,0.615,0.182,658.0,84.85,0.65,0.695,0.67,2.28,0.554,0.764,0,89,0.011,1.509,4,7,6.71,6.5,7.4,1.25,0.2857,9,0,Medium
2022-12-02,12,336,48,21.34,65.25,3.62,0.567,0.141,413.0,73.44,0.661,0.708,0.568,3.15,0.316,0.602,0,88,0.504,1.066,7,10,6.43,6.14,7.33,-0.2857,-0.5,5,0,Low
2022-12-03,12,337,48,19.9,67.8,3.69,0.545,0.085,501.0,71.15,0.626,0.843,0.546,2.38,0.668,0.56,0,85,0.625,1.035,5,7,6.43,6.0,7.2,0.0,-0.2857,5,0,Low
2022-12-04,12,338,48,20.82,67.57,4.74,0.501,0.195,436.0,73.58,0.584,0.617,0.678,2.73,0.828,0.755,0,103,0.53,0.812,6,6,6.71,6.14,7.03,0.3333,0.3333,8,0,Low
2022-12-05,12,339,49,22.22,58.41,4.32,0.593,0.134,524.0,75.09,0.624,0.609,0.612,2.52,0.693,0.54,0,93,0.236,1.197,5,6,6.86,6.14,6.87,0.2,0.0,6,0,Low
2022-12-06,12,340,49,20.19,60.4,3.95,0.555,0.076,398.0,69.32,0.671,0.734,0.54,1.96,0.597,0.794,0,110,0.38,0.712,6,5,7.0,6.29,6.73,0.1667,0.4,7,0,Low
2022-12-07,12,341,49,19.59,62.6,4.75,0.494,0.092,567.0,73.75,0.674,0.812,0.59,1.76,0.686,0.516,0,107,0.179,1.13,9,6,6.43,6.21,6.67,-0.4444,-0.1667,5,0,Low
2022-12-08,12,342,49,21.65,58.9,1.95,0.57,0.168,663.0,56.26,0.634,0.764,0.571,2.7,0.926,0.553,0,88,0.485,1.131,9,4,6.0,6.36,6.63,-0.3333,0.5,6,0,Low
2022-12-09,12,343,49,21.58,69.53,9.96,0.548,0.115,433.0,72.81,0.599,0.744,0.542,3.18,0.519,0.775,0,105,0.087,1.254,5,7,6.14,6.29,6.57,0.2,-0.1429,6,0,Low
2022-12-10,12,344,49,20.01,62.32,6.11,0.475,0.162,597.0,76.77,0.681,0.697,0.671,2.63,0.655,0.796,0,96,0.473,0.508,5,5,6.57,6.5,6.53,0.6,0.6,8,0,Medium
2022-12-11,12,345,49,20.02,63.27,5.92,0.505,0.143,469.0,67.1,0.653,0.774,0.655,2.75,0.75,0.514,0,105,0.222,1.282,8,6,6.14,6.43,6.4,-0.375,-0.1667,5,0,Low
2022-12-12,12,346,50,21.36,62.33,5.93,0.481,0.177,620.0,71.05,0.601,0.786,0.659,2.14,0.688,0.787,0,98,0.415,1.088,6,5,6.57,6.71,6.43,0.5,0.8,9,0,Medium
2022-12-13,12,347,50,17.94,64.88,8.37,0.632,0.154,675.0,60.88,0.639,0.699,0.658,2.91,0.613,0.919,0,93,0.304,0.811,7,6,6.86,6.93,6.53,0.2857,0.5,9,0,Medium
2022-12-14,12,348,50,17.96,58.41,3.25,0.522,0.136,481.0,59.5,0.638,0.644,0.536,2.9,0.586,0.861,0,103,0.285,0.46,5,9,7.29,6.86,6.63,0.6,-0.1111,8,0,Medium
2022-12-15,12,349,50,19.28,49.03,0.25,0.5,0.069,378.0,74.11,0.61,0.645,0.558,2.22,0.607,0.566,0,117,0.52,0.898,6,9,7.43,6.71,6.67,0.1667,-0.2222,7,0,Low
2022-12-16,12,350,50,20.23,58.69,3.66,0.509,0.122,576.0,64.7,0.64,0.79,0.702,2.72,0.73,0.796,0,95,0.625,1.047,6,5,7.86,7.0,6.7,0.5,0.8,9,0,Medium
2022-12-17,12,351,50,21.23,51.87,3.09,0.55,0.152,518.0,54.23,0.663,0.596,0.608,1.79,0.721,0.836,0,97,0.194,0.62,8,5,8.0,7.29,6.77,0.125,0.8,9,0,Medium
2022-12-18,12,352,50,23.5,52.09,3.1,0.471,0.146,540.0,60.88,0.621,0.854,0.497,2.79,0.964,0.519,0,96,0.384,0.787,5,8,8.29,7.21,6.67,0.4,-0.125,7,0,Low
2022-12-19,12,353,51,22.22,58.26,3.13,0.441,0.151,473.0,62.34,0.667,0.684,0.615,2.27,0.419,0.928,0,108,0.154,0.684,9,6,8.29,7.43,6.73,0.0,0.5,9,0,Medium
2022-12-20,12,354,51,20.14,61.66,2.47,0.507,0.085,429.0,79.75,0.578,0.745,0.646,2.01,0.914,0.953,0,96,0.267,0.891,9,7,8.43,7.64,6.87,0.1111,0.4286,10,0,Medium
2022-12-21,12,355,51,20.38,53.84,1.7,0.451,0.088,593.0,73.79,0.697,0.776,0.637,2.66,0.619,0.925,0,97,0.219,0.728,8,5,9.0,8.14,7.07,0.5,1.4,12,0,High
2022-12-22,12,356,51,18.37,55.05,6.08,0.401,0.101,526.0,63.28,0.633,0.665,0.534,1.79,0.636,0.912,0,106,0.123,1.543,7,6,9.86,8.64,7.33,0.8571,1.1667,13,1,High
2022-12-23,12,357,51,20.29,62.89,4.33,0.386,0.133,385.0,66.12,0.664,0.683,0.732,2.64,0.779,0.872,0,90,0.541,1.216,9,6,10.29,9.07,7.53,0.3333,1.0,12,0,High
2022-12-24,12,358,51,19.71,53.61,2.27,0.52,0.186,555.0,85.12,0.638,0.731,0.495,2.05,0.778,0.817,0,96,0.369,0.724,9,8,11.14,9.57,7.9,0.6667,0.875,15,1,High
2022-12-25,12,359,51,20.9,67.26,4.08,0.444,0.162,539.0,81.36,0.607,0.652,0.608,1.96,0.823,0.839,0,95,0.252,0.76,7,5,12.86,10.57,8.3,1.7143,2.8,19,1,High
2022-12-26,12,360,52,18.57,54.53,1.83,0.403,0.059,474.0,60.82,0.631,0.635,0.722,2.52,0.856,0.903,0,114,0.34,0.63,9,9,13.71,11.0,8.63,0.6667,0.6667,15,1,High
2022-12-27,12,361,52,21.23,40.06,2.53,0.415,0.152,630.0,83.64,0.575,0.642,0.641,2.43,0.644,0.831,0,105,0.565,0.962,10,9,15.0,11.71,9.07,0.9,1.1111,19,1,High
2022-12-28,12,362,52,23.23,54.64,3.12,0.461,0.205,451.0,71.19,0.653,0.817,0.659,3.08,0.858,0.664,0,110,0.535,1.444,12,8,15.0,12.0,9.3,0.0,0.5,12,0,Medium
2022-12-29,12,363,52,19.92,51.89,3.47,0.401,0.059,486.0,80.0,0.639,0.752,0.526,1.99,0.556,0.688,0,102,0.45,1.299,13,7,15.57,12.71,9.67,0.3077,1.4286,17,1,High
2022-12-30,12,364,52,20.92,56.84,2.58,0.337,0.223,561.0,70.37,0.627,0.657,0.624,3.05,0.604,0.949,0,88,0.23,1.05,12,9,16.57,13.43,10.0,0.5833,1.1111,19,1,High
2022-12-31,12,365,52,21.47,52.63,2.52,0.42,0.147,506.0,83.86,0.656,0.79,0.597,2.04,0.623,0.509,0,82,0.371,0.926,15,9,15.86,13.5,10.03,-0.3333,0.1111,10,0,Low
2023-01-01,1,1,52,19.27,47.26,0.02,0.458,0.153,389.0,60.4,0.635,0.661,0.521,2.87,0.571,0.849,0,89,0.154,1.138,19,7,15.86,14.36,10.5,0.0,1.7143,19,1,High
2023-01-02,1,2,1,20.5,40.24,0.49,0.449,0.184,515.0,69.45,0.652,0.564,0.661,2.94,0.659,0.977,0,111,0.334,1.07,15,9,16.86,15.29,11.07,0.4667,1.4444,22,1,High
2023-01-03,1,3,1,20.06,45.84,0.28,0.358,0.155,467.0,84.16,0.663,0.776,0.543,2.63,0.784,0.853,0,103,0.526,1.108,19,10,16.57,15.79,11.37,-0.1053,0.7,17,1,Medium
2023-01-04,1,4,1,20.22,41.49,0.0,0.444,0.096,569.0,48.07,0.618,0.852,0.551,2.18,0.748,0.997,0,93,0.559,1.049,12,12,17.29,16.14,11.73,0.4167,0.4167,17,1,Medium
2023-01-05,1,5,1,18.47,42.62,0.62,0.385,0.17,512.0,71.54,0.609,0.765,0.63,1.89,0.558,0.844,0,86,0.234,1.111,17,13,17.0,16.29,12.0,-0.1176,0.1538,15,1,Medium
